Country,Country Code,Continent,Region,Year,Emissions_Per_Capita,Emissions,Vaccinations
Anguilla,660,Americas,Caribbean,2022,,128.345,
Anguilla,660,Americas,Caribbean,2022,,121.011,
Anguilla,660,Americas,Caribbean,2022,,102.676,
Anguilla,660,Americas,Caribbean,2022,,95.342,
Anguilla,660,Americas,Caribbean,2021,,95.342,
Anguilla,660,Americas,Caribbean,2021,,62.339,
Anguilla,660,Americas,Caribbean,2021,,51.338,
Anguilla,660,Americas,Caribbean,2021,,47.671,
Anguilla,660,Americas,Caribbean,2021,,44.004,
Antigua and Barbuda,28,Americas,Caribbean,2022,5.823804338,513.38,5.823804338
Antigua and Barbuda,28,Americas,Caribbean,2022,6.011268671,524.381,6.011268671
Antigua and Barbuda,28,Americas,Caribbean,2022,5.906292005,509.713,5.906292005
Antigua and Barbuda,28,Americas,Caribbean,2022,5.628384633,480.377,5.628384633
Antigua and Barbuda,28,Americas,Caribbean,2022,5.561524699,469.376,5.561524699
Antigua and Barbuda,28,Americas,Caribbean,2022,5.096289552,425.372,5.096289552
Antigua and Barbuda,28,Americas,Caribbean,2022,4.974311149,410.704,4.974311149
Antigua and Barbuda,28,Americas,Caribbean,2022,4.980995619,407.037,4.980995619
Antigua and Barbuda,28,Americas,Caribbean,2022,4.804484327,388.702,4.804484327
Antigua and Barbuda,28,Americas,Caribbean,2022,4.536211421,363.033,4.536211421
Antigua and Barbuda,28,Americas,Caribbean,2021,4.364812845,344.698,4.364812845
Antigua and Barbuda,28,Americas,Caribbean,2021,4.439238615,344.698,4.439238615
Antigua and Barbuda,28,Americas,Caribbean,2021,4.581278521,348.365,4.581278521
Antigua and Barbuda,28,Americas,Caribbean,2021,4.49690052,333.697,4.49690052
Antigua and Barbuda,28,Americas,Caribbean,2021,4.670561524,337.364,4.670561524
Antigua and Barbuda,28,Americas,Caribbean,2021,4.593864332,322.696,4.593864332
Antigua and Barbuda,28,Americas,Caribbean,2020,4.721298044,322.696,4.721298044
Antigua and Barbuda,28,Americas,Caribbean,2020,4.683621337,311.695,4.683621337
Antigua and Barbuda,28,Americas,Caribbean,2020,4.692005303,304.361,4.692005303
Antigua and Barbuda,28,Americas,Caribbean,2020,4.566841126,289.693,4.566841126
Antigua and Barbuda,28,Americas,Caribbean,2020,4.641623406,289.693,4.641623406
Antigua and Barbuda,28,Americas,Caribbean,2020,4.85726747,300.694,4.85726747
Argentina,32,Americas,South America,2022,26.27586863,190034.941,26.27586863
Argentina,32,Americas,South America,2022,34.43354498,179000.938,34.43354498
Argentina,32,Americas,South America,2022,94.51370116,180654.755,94.51370116
Argentina,32,Americas,South America,2022,138.8285701,191578.748,138.8285701
Argentina,32,Americas,South America,2022,384.5698399,179738.005,384.5698399
Argentina,32,Americas,South America,2022,489.4688976,174237.505,489.4688976
Argentina,32,Americas,South America,2022,690.164577,160951.964,690.164577
Argentina,32,Americas,South America,2022,1480.076616,156170.196,1480.076616
Argentina,32,Americas,South America,2022,768.506066,133126.768,768.506066
Argentina,32,Americas,South America,2022,678.2759566,123266.205,678.2759566
Argentina,32,Americas,South America,2021,344.5583516,132631.723,344.5583516
Argentina,32,Americas,South America,2021,523.8229024,141076.824,523.8229024
Argentina,32,Americas,South America,2021,373.9843896,145488.225,373.9843896
Argentina,32,Americas,South America,2021,253.8126933,137673.848,253.8126933
Argentina,32,Americas,South America,2021,153.7734652,134677.909,153.7734652
Argentina,32,Americas,South America,2021,123.6642891,129217.746,123.6642891
Argentina,32,Americas,South America,2020,193.518126,122547.473,193.518126
Argentina,32,Americas,South America,2020,215.5858402,123350.546,215.5858402
Argentina,32,Americas,South America,2020,220.4924121,118609.115,220.4924121
Argentina,32,Americas,South America,2020,113.6230449,121447.373,113.6230449
Argentina,32,Americas,South America,2020,34.53803833,117021.304,34.53803833
Argentina,32,Americas,South America,2020,3.451770266,112613.57,3.451770266
Armenia,51,Asia,Western Asia,2022,1.67383608,4961.451,1.67383608
Armenia,51,Asia,Western Asia,2022,1.422998378,4217.05,1.422998378
Armenia,51,Asia,Western Asia,2022,1.468947703,4360.063,1.468947703
Armenia,51,Asia,Western Asia,2022,1.86706781,5559.172,1.86706781
Armenia,51,Asia,Western Asia,2022,1.693754804,5064.127,1.693754804
Armenia,51,Asia,Western Asia,2022,1.459272353,4382.065,1.459272353
Armenia,51,Asia,Western Asia,2022,1.443730955,4352.729,1.443730955
Armenia,51,Asia,Western Asia,2022,1.204698359,3644.998,1.204698359
Armenia,51,Asia,Western Asia,2022,1.129317807,3428.645,1.129317807
Armenia,51,Asia,Western Asia,2022,0.998886775,3043.61,0.998886775
Armenia,51,Asia,Western Asia,2021,1.157636701,3542.322,1.157636701
Armenia,51,Asia,Western Asia,2021,1.126529454,3465.315,1.126529454
Armenia,51,Asia,Western Asia,2021,0.988511937,3058.278,0.988511937
Armenia,51,Asia,Western Asia,2021,1.094342744,3406.643,1.094342744
Armenia,51,Asia,Western Asia,2021,1.044825239,3278.298,1.044825239
Armenia,51,Asia,Western Asia,2021,0.821584566,2607.237,0.821584566
Armenia,51,Asia,Western Asia,2020,1.083089242,3490.984,1.083089242
Armenia,51,Asia,Western Asia,2020,0.901718662,2966.603,0.901718662
Armenia,51,Asia,Western Asia,2020,0.859706565,2896.93,0.859706565
Armenia,51,Asia,Western Asia,2020,1.174674163,4052.035,1.174674163
Aruba,533,Americas,Caribbean,2022,23.92335086,2438.555,23.92335086
Aruba,533,Americas,Caribbean,2022,24.18270225,2456.89,24.18270225
Aruba,533,Americas,Caribbean,2022,24.87621527,2522.896,24.87621527
Aruba,533,Americas,Caribbean,2022,24.74964477,2508.228,24.74964477
Aruba,533,Americas,Caribbean,2022,25.6134619,2592.569,25.6134619
Aruba,533,Americas,Caribbean,2022,24.76670634,2497.227,24.76670634
Aruba,533,Americas,Caribbean,2022,24.964531,2497.227,24.964531
Aruba,533,Americas,Caribbean,2022,24.51054263,2420.22,24.51054263
Aruba,533,Americas,Caribbean,2022,24.90906561,2416.553,24.90906561
Aruba,533,Americas,Caribbean,2022,24.9755145,2372.549,24.9755145
Aruba,533,Americas,Caribbean,2021,25.38248972,2357.881,25.38248972
Aruba,533,Americas,Caribbean,2021,25.5476788,2321.211,25.5476788
Aruba,533,Americas,Caribbean,2021,19.65258865,1749.159,19.65258865
Aruba,533,Americas,Caribbean,2021,19.62153398,1712.489,19.62153398
Aruba,533,Americas,Caribbean,2021,21.50066123,1837.167,21.50066123
Aruba,533,Americas,Caribbean,2021,21.64188954,1800.497,21.64188954
Aruba,533,Americas,Caribbean,2020,22.18661455,1782.162,22.18661455
Aruba,533,Americas,Caribbean,2020,22.99644068,1763.827,22.99644068
Aruba,533,Americas,Caribbean,2020,24.43048084,1771.161,24.43048084
Aruba,533,Americas,Caribbean,2020,25.25815197,1723.49,25.25815197
Aruba,533,Americas,Caribbean,2020,29.84760844,1928.842,29.84760844
Aruba,533,Americas,Caribbean,2020,29.62016477,1840.834,29.62016477
Australia,36,Oceania,Australia and New Zealand,2022,1709.228269,369039.546,1709.228269
Australia,36,Oceania,Australia and New Zealand,2022,986.4328891,368170.467,986.4328891
Australia,36,Oceania,Australia and New Zealand,2022,1101.355445,382464.433,1101.355445
Australia,36,Oceania,Australia and New Zealand,2022,2454.380267,376197.53,2454.380267
Australia,36,Oceania,Australia and New Zealand,2022,1700.122802,363795.736,1700.122802
Australia,36,Oceania,Australia and New Zealand,2022,3170.154894,357946.871,3170.154894
Australia,36,Oceania,Australia and New Zealand,2022,3455.068987,350268.173,3455.068987
Australia,36,Oceania,Australia and New Zealand,2022,4103.953622,342776.492,4103.953622
Australia,36,Oceania,Australia and New Zealand,2022,16.8572914,336355.575,16.8572914
Australia,36,Oceania,Australia and New Zealand,2022,3958.316605,341390.366,3958.316605
Australia,36,Oceania,Australia and New Zealand,2021,744.6712978,324877.865,744.6712978
Australia,36,Oceania,Australia and New Zealand,2021,57.1075082,329479.95,57.1075082
Australia,36,Oceania,Australia and New Zealand,2021,67.10058096,325380.244,67.10058096
Australia,36,Oceania,Australia and New Zealand,2021,76.86469989,316964.479,76.86469989
Australia,36,Oceania,Australia and New Zealand,2021,76.47532828,305838.801,76.47532828
Australia,36,Oceania,Australia and New Zealand,2021,79.48077126,302241.474,79.48077126
Australia,36,Oceania,Australia and New Zealand,2020,15.55602085,281940.962,15.55602085
Australia,36,Oceania,Australia and New Zealand,2020,5.524280057,278204.289,5.524280057
Australia,36,Oceania,Australia and New Zealand,2020,5.654917054,277478.223,5.654917054
Australia,36,Oceania,Australia and New Zealand,2020,5.293249407,268068.701,5.293249407
Australia,36,Oceania,Australia and New Zealand,2020,5.101008483,261574.444,5.101008483
Australia,36,Oceania,Australia and New Zealand,2020,4.432532354,263847.984,4.432532354
Austria,40,Europe,Western Europe,2022,1039.731979,65202.927,1039.731979
Austria,40,Europe,Western Europe,2022,1845.09043,67975.179,1845.09043
Austria,40,Europe,Western Europe,2022,2992.58305,63483.104,2992.58305
Austria,40,Europe,Western Europe,2022,4600.241611,68752.583,4600.241611
Austria,40,Europe,Western Europe,2022,4933.388937,69724.338,4933.388937
Austria,40,Europe,Western Europe,2022,4520.724272,72214.231,4520.724272
Austria,40,Europe,Western Europe,2022,3289.015939,74278.752,3289.015939
Austria,40,Europe,Western Europe,2022,2945.82113,72272.903,2945.82113
Austria,40,Europe,Western Europe,2022,3396.851883,72074.885,3396.851883
Austria,40,Europe,Western Europe,2022,3579.277234,66977.755,3579.277234
Austria,40,Europe,Western Europe,2021,262.17274,65785.98,262.17274
Austria,40,Europe,Western Europe,2021,1548.753943,62188.653,1548.753943
Austria,40,Europe,Western Europe,2021,187.7320815,61917.295,187.7320815
Austria,40,Europe,Western Europe,2021,204.9557231,63717.792,204.9557231
Austria,40,Europe,Western Europe,2021,154.8243985,62705.7,154.8243985
Austria,40,Europe,Western Europe,2021,233.8940805,63226.414,233.8940805
Austria,40,Europe,Western Europe,2020,213.9020874,59827.105,213.9020874
Austria,40,Europe,Western Europe,2020,532.4920874,59827.105,532.4920874
Austria,40,Europe,Western Europe,2020,159.1924379,57095.19,159.1924379
Austria,40,Europe,Western Europe,2020,76.44773716,57135.527,76.44773716
Austria,40,Europe,Western Europe,2020,8.270324579,56688.153,8.270324579
Austria,40,Europe,Western Europe,2020,7.977623192,61638.603,7.977623192
Austria,40,Europe,Western Europe,2020,35.52571571,57722.247,35.52571571
Azerbaijan,31,Asia,Western Asia,2022,3.63574629,33457.708,3.63574629
Azerbaijan,31,Asia,Western Asia,2022,3.373180125,30678.122,3.373180125
Azerbaijan,31,Asia,Western Asia,2022,3.550184248,31902.9,3.550184248
Azerbaijan,31,Asia,Western Asia,2022,3.999236061,35503.894,3.999236061
Azerbaijan,31,Asia,Western Asia,2022,3.478793111,30509.44,3.478793111
Azerbaijan,31,Asia,Western Asia,2022,4.520161556,39167.227,4.520161556
Azerbaijan,31,Asia,Western Asia,2022,4.009832078,34337.788,4.009832078
Azerbaijan,31,Asia,Western Asia,2022,3.790837042,32089.917,3.790837042
Azerbaijan,31,Asia,Western Asia,2022,3.657725788,30615.783,3.657725788
Azerbaijan,31,Asia,Western Asia,2022,3.576753841,29614.692,3.576753841
Azerbaijan,31,Asia,Western Asia,2021,3.510650757,28771.282,3.510650757
Azerbaijan,31,Asia,Western Asia,2021,3.635043957,29508.349,3.635043957
Azerbaijan,31,Asia,Western Asia,2021,3.550839743,28576.931,3.550839743
Azerbaijan,31,Asia,Western Asia,2021,3.967149438,31675.546,3.967149438
Azerbaijan,31,Asia,Western Asia,2021,3.762938974,29809.043,3.762938974
Azerbaijan,31,Asia,Western Asia,2021,4.012918425,31510.531,4.012918425
Azerbaijan,31,Asia,Western Asia,2020,4.308396066,33479.71,4.308396066
Azerbaijan,31,Asia,Western Asia,2020,5.559891509,42672.879,5.559891509
Azerbaijan,31,Asia,Western Asia,2020,6.523607284,49365.154,6.523607284
Azerbaijan,31,Asia,Western Asia,2020,7.741090094,57678.243,7.741090094
Bahamas,44,Americas,Caribbean,2022,5.205237886,1906.84,5.205237886
Bahamas,44,Americas,Caribbean,2022,6.835610738,2464.224,6.835610738
Bahamas,44,Americas,Caribbean,2022,4.634282297,1642.816,4.634282297
Bahamas,44,Americas,Caribbean,2022,3.000215307,1045.095,3.000215307
Bahamas,44,Americas,Caribbean,2022,4.524129584,1547.474,4.524129584
Bahamas,44,Americas,Caribbean,2022,4.534282616,1521.805,4.534282616
Bahamas,44,Americas,Caribbean,2022,4.858311455,1598.812,4.858311455
Bahamas,44,Americas,Caribbean,2022,5.345812655,1723.49,5.345812655
Bahamas,44,Americas,Caribbean,2022,4.809957418,1518.138,4.809957418
Bahamas,44,Americas,Caribbean,2022,5.102301004,1576.81,5.102301004
Bahamas,44,Americas,Caribbean,2021,5.179703305,1569.476,5.179703305
Bahamas,44,Americas,Caribbean,2021,5.603474622,1668.485,5.603474622
Bahamas,44,Americas,Caribbean,2021,5.710903688,1675.819,5.710903688
Bahamas,44,Americas,Caribbean,2021,5.7928092,1679.486,5.7928092
Bahamas,44,Americas,Caribbean,2021,4.755613659,1364.124,4.755613659
Bahamas,44,Americas,Caribbean,2021,5.881615776,1668.485,5.881615776
Bahamas,44,Americas,Caribbean,2020,6.010187467,1683.153,6.010187467
Bahamas,44,Americas,Caribbean,2020,6.115655137,1686.82,6.115655137
Bahamas,44,Americas,Caribbean,2020,6.276121798,1701.488,6.276121798
Bahamas,44,Americas,Caribbean,2020,6.738756919,1793.163,6.738756919
Bahamas,44,Americas,Caribbean,2020,6.825539444,1782.162,6.825539444
Bahamas,44,Americas,Caribbean,2020,7.610436221,1950.844,7.610436221
Bahrain,48,Asia,Western Asia,2022,18.13127841,23439.464,18.13127841
Bahrain,48,Asia,Western Asia,2022,18.57946901,23252.447,18.57946901
Bahrain,48,Asia,Western Asia,2022,18.21591488,21704.973,18.21591488
Bahrain,48,Asia,Western Asia,2022,21.51496275,24011.516,21.51496275
Bahrain,48,Asia,Western Asia,2022,21.32313366,22013.001,21.32313366
Bahrain,48,Asia,Western Asia,2022,19.80127788,18830.045,19.80127788
Bahrain,48,Asia,Western Asia,2022,21.8385486,19207.746,21.8385486
Bahrain,48,Asia,Western Asia,2022,21.34042449,17509.925,21.34042449
Bahrain,48,Asia,Western Asia,2022,21.33064744,16468.497,21.33064744
Bahrain,48,Asia,Western Asia,2022,21.43010016,15698.427,21.43010016
Bahrain,48,Asia,Western Asia,2021,19.93171511,13927.266,19.93171511
Bahrain,48,Asia,Western Asia,2021,27.89874282,18643.028,27.89874282
Bahrain,48,Asia,Western Asia,2021,28.11557575,18019.638,28.11557575
Bahrain,48,Asia,Western Asia,2021,29.80335267,18404.673,29.80335267
Bahrain,48,Asia,Western Asia,2021,28.99102946,17319.241,28.99102946
Bahrain,48,Asia,Western Asia,2021,26.94756054,15621.42,26.94756054
Bahrain,48,Asia,Western Asia,2020,28.4198517,16021.123,28.4198517
Bahrain,48,Asia,Western Asia,2020,29.07985687,15969.785,29.07985687
Bahrain,48,Asia,Western Asia,2020,29.31075524,15702.094,29.31075524
Bahrain,48,Asia,Western Asia,2020,21.91427276,11455.708,21.91427276
Bahrain,48,Asia,Western Asia,2020,24.20466796,12335.788,24.20466796
Bahrain,48,Asia,Western Asia,2020,25.5388068,12665.818,25.5388068
Bangladesh,50,Asia,Southern Asia,2022,0.373339091,57069.521,0.373339091
Bangladesh,50,Asia,Southern Asia,2022,0.371563901,56152.771,0.371563901
Bangladesh,50,Asia,Southern Asia,2022,0.353103929,52790.132,0.353103929
Bangladesh,50,Asia,Southern Asia,2022,0.335078178,49581.507,0.335078178
Bangladesh,50,Asia,Southern Asia,2022,0.320136563,46886.262,0.320136563
Bangladesh,50,Asia,Southern Asia,2022,0.332278182,48136.709,0.332278182
Bangladesh,50,Asia,Southern Asia,2022,0.262365597,37553.747,0.262365597
Bangladesh,50,Asia,Southern Asia,2022,0.28144773,39750.28,0.28144773
Bangladesh,50,Asia,Southern Asia,2022,0.243437439,33883.08,0.243437439
Bangladesh,50,Asia,Southern Asia,2022,0.246025688,33707.064,0.246025688
Bangladesh,50,Asia,Southern Asia,2021,0.240902076,32456.617,0.240902076
Bangladesh,50,Asia,Southern Asia,2021,0.210519056,27869.2,0.210519056
Bangladesh,50,Asia,Southern Asia,2021,0.194174893,25236.294,0.194174893
Bangladesh,50,Asia,Southern Asia,2021,0.188644999,24048.186,0.188644999
Bangladesh,50,Asia,Southern Asia,2021,0.200599318,25063.945,0.200599318
Bangladesh,50,Asia,Southern Asia,2021,0.196320875,24029.851,0.196320875
Bangladesh,50,Asia,Southern Asia,2020,0.190340811,22816.074,0.190340811
Bangladesh,50,Asia,Southern Asia,2020,0.161621139,18969.391,0.161621139
Bangladesh,50,Asia,Southern Asia,2020,0.151502361,17407.249,0.151502361
Bangladesh,50,Asia,Southern Asia,2020,0.157859354,17748.28,0.157859354
Bangladesh,50,Asia,Southern Asia,2020,0.144999395,15940.449,0.144999395
Bangladesh,50,Asia,Southern Asia,2020,0.144650458,15533.412,0.144650458
Barbados,52,Americas,Caribbean,2022,5.556376063,1565.809,5.556376063
Barbados,52,Americas,Caribbean,2022,5.414264112,1518.138,5.414264112
Barbados,52,Americas,Caribbean,2022,5.822387332,1624.481,5.822387332
Barbados,52,Americas,Caribbean,2022,5.864368197,1628.148,5.864368197
Barbados,52,Americas,Caribbean,2022,5.176435244,1430.13,5.176435244
Barbados,52,Americas,Caribbean,2022,4.988516785,1371.458,4.988516785
Barbados,52,Americas,Caribbean,2022,4.946203503,1353.123,4.946203503
Barbados,52,Americas,Caribbean,2022,4.755426976,1294.451,4.755426976
Barbados,52,Americas,Caribbean,2022,4.684549039,1268.782,4.684549039
Barbados,52,Americas,Caribbean,2022,4.557831585,1228.445,4.557831585
Barbados,52,Americas,Caribbean,2021,4.551357456,1221.111,4.551357456
Barbados,52,Americas,Caribbean,2021,4.446678394,1188.108,4.446678394
Barbados,52,Americas,Caribbean,2021,4.545526256,1210.11,4.545526256
Barbados,52,Americas,Caribbean,2021,4.297535516,1140.437,4.297535516
Barbados,52,Americas,Caribbean,2021,3.40915172,902.082,3.40915172
Barbados,52,Americas,Caribbean,2021,3.223931728,850.744,3.223931728
Barbados,52,Americas,Caribbean,2020,3.149134573,828.742,3.149134573
Barbados,52,Americas,Caribbean,2020,2.850423524,748.068,2.850423524
Barbados,52,Americas,Caribbean,2020,4.259489366,1114.768,4.259489366
Barbados,52,Americas,Caribbean,2020,3.751830719,979.089,3.751830719
Barbados,52,Americas,Caribbean,2020,4.637044297,1206.443,4.637044297
Barbados,52,Americas,Caribbean,2020,4.143007527,1074.431,4.143007527
Belarus,112,Europe,Eastern Europe,2022,6.698497554,63303.421,6.698497554
Belarus,112,Europe,Eastern Europe,2022,6.555810462,62221.656,6.555810462
Belarus,112,Europe,Eastern Europe,2022,6.329432587,60292.814,6.329432587
Belarus,112,Europe,Eastern Europe,2022,6.573568244,62815.71,6.573568244
Belarus,112,Europe,Eastern Europe,2022,6.288940915,60281.813,6.288940915
Belarus,112,Europe,Eastern Europe,2022,6.42692097,61829.287,6.42692097
Belarus,112,Europe,Eastern Europe,2022,6.111341629,59064.369,6.111341629
Belarus,112,Europe,Eastern Europe,2022,5.970952957,58037.609,5.970952957
Belarus,112,Europe,Eastern Europe,2022,5.490693023,53721.55,5.490693023
Belarus,112,Europe,Eastern Europe,2022,5.31727814,52390.429,5.31727814
Belarus,112,Europe,Eastern Europe,2021,5.30190159,52595.781,5.30190159
Belarus,112,Europe,Eastern Europe,2021,5.356784178,53468.527,5.356784178
Belarus,112,Europe,Eastern Europe,2021,5.562563585,55819.074,5.562563585
Belarus,112,Europe,Eastern Europe,2021,5.713606954,57597.569,5.713606954
Belarus,112,Europe,Eastern Europe,2021,5.881008613,59519.077,5.881008613
Belarus,112,Europe,Eastern Europe,2021,5.923159396,60157.135,5.923159396
Belarus,112,Europe,Eastern Europe,2020,6.096626043,62118.98,6.096626043
